canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_5,DISPOSIT_4,438.0,31.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_5,DISPOSIT_4,369.0,52.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Clave No Valida,Tecnicamente Exitosa,Autenticaciones,NO,Sin producto
CANAL_1,DISPOSIT_12,301.0,515.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Depositos,No Financiera,Consultas / Movimientos / Extractos,No Tiene Autorizacion Para La Transaccion,No Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,57.0,0.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_4,DISPOSIT_9,359.0,0.0,Consulta De Saldo Deposito,Consulta De Saldos Inicio Del Dia,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_6,DISPOSIT_4,412.0,153.0,Bloqueo De Primera Clave,Bloqueo de clave para cliente filial,No Financiera,Claves,Transaccion No Efectuada.  Por Favor Intente Mas Tarde,No Exitosa,Bloqueos,SI,Inversiones
CANAL_5,DISPOSIT_4,486.0,909.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Nit Beneficiario No V┴Lido,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_1,DISPOSIT_2,911.0,123.0,Generacion Pin,Generacion Pin,No Financiera,Claves,No Exitosa,No Exitosa,Claves,NO,Ahorro a la mano
CANAL_6,DISPOSIT_4,539.0,809.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,"Fid: Cliente No Existe En La Fiduciaria, Para Saldos",Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,244.0,175.0,Abono a cuenta transferencias internacionales,Abono a cuenta transferencias internacionales,Financiera,Transferencias de fondos,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_4,DISPOSIT_9,343.0,0.0,Consulta Utilizacion Del Credipago,Consulta Utilizacion Del Credipago,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Credipago
CANAL_2,DISPOSIT_10,165.0,7.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,515.0,441.0,Grabar Prorroga,Grabar Prorroga,No Financiera,Actualizaciones,Horario No Permitido.,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_1,DISPOSIT_12,202.0,17.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,La Transaccion Debito Supera El Tope Acumulado Mensual,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_13,427.0,6.0,Envidente para Cambio de Mecanismo OTP,Envidente para Cambio de Mecanismo OTP,No considerar,Claves,Documento Sin Este Tipo De Tarjeta  (Destino),No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,888.0,53.0,Consulta De Costo De La Transaccion,Consulta De Costo De La Transaccion,No considerar,No considerar,No Exitosa,No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,412.0,143.0,Bloqueo De Primera Clave,Bloqueo de clave,No Financiera,Claves,Usuario No Tiene Autorizacion Para La Transaccion,Tecnicamente Exitosa,Bloqueos,NO,Sin producto
CANAL_6,DISPOSIT_4,604.0,568.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,532.0,217.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Factura Vencida,No considerar,NA,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,1502.0,0.0,Consulta De Inversiones Fiduciarias,Consulta De Inversiones Fiduciarias De Terceros Inscritas,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_2,DISPOSIT_11,602.0,7.0,Consulta De Novedades,Consulta De Novedades,No Financiera,Consultas / Movimientos / Extractos,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_8,DISPOSIT_3,604.0,604.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,La Segunda Clave Se Ha Vencido,No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,0.0,299.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,#N/A Pendiente De Respuesta,No Exitosa,Paso Operadora,SI,Sin producto
CANAL_5,DISPOSIT_4,531.0,216.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Factura Ya Esta Cancelada,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_11,666.0,0.0,Generacion de referencia Bancaria,Generacion de referencia Bancaria,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_1,DISPOSIT_12,301.0,822.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Depositos,No Financiera,Consultas / Movimientos / Extractos,Numero De Cuenta Invalido,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,1100.0,0.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Inversiones
CANAL_2,DISPOSIT_5,54.0,412.0,Cambio De Segunda Clave,Cambio De Segunda Clave,No Financiera,Claves,Fid: Monto Retiro Inferior Al Minimo,Tecnicamente Exitosa,Cambio de Claves,NO,Sin producto
CANAL_4,DISPOSIT_9,1041.0,0.0,Actualizar Estado De Vencimiento De Token,Actualizar Estado De Vencimiento De Token,No Financiera,Token,Transaccion Exitosa,Exitosa,Token,NA,Token
CANAL_5,DISPOSIT_4,429.0,0.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta Corriente,Financiera,Pago Tarjetas,Transaccion Exitosa,Exitosa,Pagos,NA,TDC
CANAL_4,DISPOSIT_9,351.0,63.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Terceros,No Financiera,Inscripciones,Cuenta No Propia,No Exitosa,Inscripciones,NO,Sin producto
CANAL_8,DISPOSIT_3,522.0,706.0,Compra Pse,Compra Pse Desde Cuenta De Ahorros,Financiera,Compras,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Compras,NO,PSE
CANAL_6,DISPOSIT_4,346.0,70.0,Pago De Prestamos,Pago De Prestamos,Financiera,Pago de Prestamos,Timeout,No Exitosa,Pagos,NO,Creditos
CANAL_4,DISPOSIT_9,428.0,79.0,Consulta De Extractos,Consulta Extracto De Cuenta Corriente,No Financiera,Consultas / Movimientos / Extractos,La Cuenta No Tiene Extracto Este Mes,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Cta Corriente
CANAL_2,DISPOSIT_5,24.0,999.0,Transferencias de Fondos,Transferencia A Cuentas De Terceros Bancolombia,Financiera,Transferencias de fondos,#N/A Pendiente De Respuesta,No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_4,DISPOSIT_9,105.0,670.0,Consulta De Recaudos,Consulta De Recaudos,No Financiera,Recaudos,El Codigo Del Convenio No Pertenece Al Nit De La Empresa,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,RECAUDOS
CANAL_2,DISPOSIT_8,165.0,556.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Cla:Cliente Posee Clave Pendiente De Activar,No Exitosa,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,531.0,49.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Ha Superado El Maximo De Pagos Permitidos Al Mes,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_10,418.0,18.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Clase De Tarjeta No Valida,No Exitosa,Claves,NO,Inversiones
CANAL_2,DISPOSIT_13,127.0,1.0,Consultar Informacion Cliente (Consultar Historial),Consultar Informacion Cliente (Consultar Historial),No Financiera,Consulta de datos generales de clientes,Documento De Identidad No Valido,Tecnicamente Exitosa,Consulta de datos generales de clientes,NO,Sin producto
CANAL_8,DISPOSIT_3,604.0,568.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,1501.0,0.0,Consulta De Cuentas De Inversion,Consulta De Cuentas De Inversion,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_1,DISPOSIT_12,202.0,34.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_4,DISPOSIT_9,556.0,0.0,Eliminacion Token Disponible,Eliminacion Token Disponible,No Financiera,Token,Transaccion Exitosa,Exitosa,Token,NA,Token
CANAL_6,DISPOSIT_4,438.0,31.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_4,DISPOSIT_9,351.0,680.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Terceros,No Financiera,Inscripciones,El Numero De Cuenta No Existe,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_5,DISPOSIT_4,539.0,30.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,431.0,705.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta Corriente,Financiera,Pago de facturas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Pagos,NO,Cta Corriente
CANAL_2,DISPOSIT_5,44.0,0.0,Consulta De Saldo Tarjetas,Consulta De Saldo De Tarjeta De Credito American Express,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,TDC
CANAL_5,DISPOSIT_4,538.0,97.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Cuenta Destino No Valida,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_4,DISPOSIT_9,383.0,77.0,Regeneracion de Clave,Regeneracion De Clave Por Olvido,No Financiera,Claves,La Proxima Clave No Valida Inhibira La Entrada,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_6,DISPOSIT_4,529.0,46.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,"Pago No Realizado, Por Favor Intente Mas Tarde",No Exitosa,Pagos,NO,TDC
CANAL_6,DISPOSIT_4,538.0,31.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_6,DISPOSIT_4,486.0,909.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Nit Beneficiario No V┴Lido,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_10,455.0,40.0,Consulta Estado De Clave,Consulta Estado De Clave,No Financiera,Claves,Transaccion No Valida,No Exitosa,Claves,NO,Sin producto
CANAL_4,DISPOSIT_9,385.0,388.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Usuario O Clave Invalida,No Considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,638.0,643.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,"Trn Duplicada, Ya Ha Sido Transmitida",Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_1,DISPOSIT_2,558.0,116.0,Envio de Dinero,Envio de Dinero,Financiera,Transferencias de fondos,La Vigencia Del Pin Ha Expirado,Tecnicamente Exitosa,Transferencias,NO,Ahorro a la mano
CANAL_2,DISPOSIT_10,604.0,613.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Segunda Clave No Valida,No considerar,NA,NO,Sin producto
CANAL_4,DISPOSIT_9,460.0,0.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta Corriente,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Corriente
CANAL_4,DISPOSIT_9,428.0,0.0,Consulta De Extractos,Consulta Extracto De Cuenta Corriente,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Corriente
CANAL_6,DISPOSIT_4,532.0,240.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,La Base De Datos No Se Encuentra Disponible,No considerar,NA,SI,Cta Ahorros
CANAL_6,DISPOSIT_4,349.0,2.0,Consulta Detalle Prestamos,Consulta Detalle Credito Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Documento Sin Tarjetas Inscritas,No Exitosa,Consultas / Movimientos / Extractos,NO,Hipotecario
CANAL_6,DISPOSIT_4,3101.0,11.0,Notificacion Enrolamiento Softoken,Notificacion Enrolamiento Softoken,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,NA,SI,Token
CANAL_8,DISPOSIT_3,5600.0,95.0,Validacion OTP,Validacion OTP,No considerar,Claves,Clave Dinamica no valida. Al proximo intento fallido sera bloqueada.,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,168.0,45.0,Recuperacion De Saldos,Recuperacion De Saldos De Tarjeta De Credito (Automatica),No considerar,No considerar,La Tarjeta Ingresada No Es Valida,No Exitosa,NA,NO,TDC
CANAL_5,DISPOSIT_4,531.0,31.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,486.0,332.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Error De Comunicaciones,No Exitosa,Inscripciones,SI,Sin producto
CANAL_2,DISPOSIT_10,193.0,0.0,Registro En Log Autenticacion Del Servicio De Identidad Protegida,Registro En Log Autenticacion Del Servicio De Identidad Protegida,No Financiera,Modulos de seguridad,Transaccion Exitosa,Exitosa,Modulos de seguridad,NA,Sin producto
CANAL_6,DISPOSIT_4,3500.0,23.0,Solicitud OTP ODA,Solicitud OTP ODA,No Financiera,Claves,Bloqueado por seguridad,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_6,DISPOSIT_4,538.0,705.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_1,DISPOSIT_12,911.0,2.0,Solicitud De Retiro,Solicitud De Retiro,No Financiera,Retiros / Depositos,Documento Sin Tarjetas Inscritas,No Exitosa,Solicitudes,NO,Ahorro a la mano
CANAL_2,DISPOSIT_10,0.0,9.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Supera Numero De Intentos de Validacion,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_5,DISPOSIT_4,4200.0,0.0,Solicitud codigo de seguridad,Solicitud codigo de seguridad,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_5,DISPOSIT_4,264.0,61.0,Consulta De Movimiento Tarjetas,Consulta De Movimiento Tarjeta De Credito,No considerar,No considerar,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,NA,SI,TDC
CANAL_2,DISPOSIT_10,165.0,299.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,#N/A Pendiente De Respuesta,No Exitosa,NA,SI,Sin producto
CANAL_1,DISPOSIT_12,491.0,74.0,Consulta Cuentas Inscritas Banco,Consulta Cuentas Inscritas Banco,No Financiera,Consultas / Movimientos / Extractos,Clave Bloqueada Por Numero Maximo De Intentos No Validos,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_5,56.0,420.0,Bloqueo De Segunda Clave,Bloqueo De Segunda Clave,No Financiera,Claves,Error En La Transaccion De Actualizacion De Datos De La Svr,No Exitosa,Bloqueos,SI,Sin producto
CANAL_2,DISPOSIT_5,26.0,88.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Sistema No Disponible,No Exitosa,Utilizacion de cupo de credito,SI,Audioprestamo
CANAL_2,DISPOSIT_10,165.0,78.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Error Desconocido,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,549.0,410.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Fid: Monto De Retiro Superior Al Tope M xim,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,235.0,181.0,Consulta de cuentas disponibles para abonar giros recibidos,Consulta de cuentas disponibles para abonar giros recibidos,No Financiera,Consultas / Movimientos / Extractos,Sin Cuentas Validas Para La Transferencia,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,remesas
CANAL_6,DISPOSIT_4,438.0,705.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_1,DISPOSIT_12,438.0,52.0,Transferencias de Fondos,Transferencia De Fondos Entre Cuentas Bancolombia,Financiera,Transferencias de fondos,Clave No Valida,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,604.0,0.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,182.0,0.0,Consulta De Preguntas De Seguridad,Consulta De Preguntas De Seguridad,No Financiera,Modulos de seguridad,Transaccion Exitosa,Exitosa,Modulos de seguridad,NA,Sin producto
CANAL_5,DISPOSIT_4,531.0,61.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Pagos,SI,Cta Ahorros
CANAL_4,DISPOSIT_9,109.0,0.0,Consulta Notas Debito Y Credito,Consulta Notas Debito Y Credito,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_2,DISPOSIT_10,604.0,406.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,No Es Posible Obtener El Costo De La Transacci N,No considerar,NA,NO,Sin producto
CANAL_1,DISPOSIT_12,438.0,34.0,Transferencias de Fondos,Transferencia De Fondos Entre Cuentas Bancolombia,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,750.0,0.0,Actualizacion Topes Banco,Actualizacion Topes Banco,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_1,DISPOSIT_12,431.0,603.0,Pago De Facturas,Pago De Factura Del Operador,Financiera,Pago de facturas,Acceso No Permitido,No Exitosa,Pagos,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,0.0,207.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,La Clave Del Usuario Aprobador Debe Ser De 8 Digitos,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_2,DISPOSIT_10,25.0,0.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,creditos
CANAL_2,DISPOSIT_11,538.0,77.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,La Proxima Clave No Valida Inhibira La Entrada,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,345.0,0.0,Consulta De Saldo Prestamos,Consulta De Saldos Prestamos,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Creditos
CANAL_1,DISPOSIT_12,202.0,840.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,Valor De Recarga Mayor Al Maximo Permitido,Tecnicamente Exitosa,Recargas,NO,Recargas
